ID,Name,Domain,Group,Location,Topic,Metadata
pressure_Dabsolute__indoor__ada-point_mbar_second_50,Ada,Pressure Absolute,Indoor,Ada,haas/sensor/config/sensor/anode/pressure_Dabsolute__indoor__ada-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Ada"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure_Dabsolute__indoor__ada-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure Absolute"", ""Indoor"", ""Ada""]}, ""unique_id"": ""pressure_Dabsolute__indoor__ada-point_mbar_second_50""}"
pressure_Dabsolute__indoor__edwin-point_mbar_second_50,Edwin,Pressure Absolute,Indoor,Edwin,haas/sensor/config/sensor/anode/pressure_Dabsolute__indoor__edwin-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Edwin"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure_Dabsolute__indoor__edwin-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure Absolute"", ""Indoor"", ""Edwin""]}, ""unique_id"": ""pressure_Dabsolute__indoor__edwin-point_mbar_second_50""}"
pressure_Dabsolute__indoor__kitchen-point_mbar_second_50,Kitchen,Pressure Absolute,Indoor,Kitchen,haas/sensor/config/sensor/anode/pressure_Dabsolute__indoor__kitchen-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Kitchen"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure_Dabsolute__indoor__kitchen-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure Absolute"", ""Indoor"", ""Kitchen""]}, ""unique_id"": ""pressure_Dabsolute__indoor__kitchen-point_mbar_second_50""}"
pressure_Dabsolute__indoor__laundry-point_mbar_second_50,Laundry,Pressure Absolute,Indoor,Laundry,haas/sensor/config/sensor/anode/pressure_Dabsolute__indoor__laundry-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Laundry"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure_Dabsolute__indoor__laundry-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure Absolute"", ""Indoor"", ""Laundry""]}, ""unique_id"": ""pressure_Dabsolute__indoor__laundry-point_mbar_second_50""}"
pressure_Dabsolute__indoor__office-point_mbar_second_50,Office,Pressure Absolute,Indoor,Office,haas/sensor/config/sensor/anode/pressure_Dabsolute__indoor__office-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Office"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure_Dabsolute__indoor__office-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure Absolute"", ""Indoor"", ""Office""]}, ""unique_id"": ""pressure_Dabsolute__indoor__office-point_mbar_second_50""}"
pressure_Dabsolute__indoor__parents-point_mbar_second_50,Parents,Pressure Absolute,Indoor,Parents,haas/sensor/config/sensor/anode/pressure_Dabsolute__indoor__parents-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Parents"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure_Dabsolute__indoor__parents-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure Absolute"", ""Indoor"", ""Parents""]}, ""unique_id"": ""pressure_Dabsolute__indoor__parents-point_mbar_second_50""}"
pressure__indoor__ada-point_mbar_second_50,Ada,Pressure,Indoor,Ada,haas/sensor/config/sensor/anode/pressure__indoor__ada-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Ada"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure__indoor__ada-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure"", ""Indoor"", ""Ada""]}, ""unique_id"": ""pressure__indoor__ada-point_mbar_second_50""}"
pressure__indoor__edwin-point_mbar_second_50,Edwin,Pressure,Indoor,Edwin,haas/sensor/config/sensor/anode/pressure__indoor__edwin-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Edwin"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure__indoor__edwin-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure"", ""Indoor"", ""Edwin""]}, ""unique_id"": ""pressure__indoor__edwin-point_mbar_second_50""}"
pressure__indoor__kitchen-point_mbar_second_50,Kitchen,Pressure,Indoor,Kitchen,haas/sensor/config/sensor/anode/pressure__indoor__kitchen-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Kitchen"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure__indoor__kitchen-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure"", ""Indoor"", ""Kitchen""]}, ""unique_id"": ""pressure__indoor__kitchen-point_mbar_second_50""}"
pressure__indoor__laundry-point_mbar_second_50,Laundry,Pressure,Indoor,Laundry,haas/sensor/config/sensor/anode/pressure__indoor__laundry-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Laundry"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure__indoor__laundry-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure"", ""Indoor"", ""Laundry""]}, ""unique_id"": ""pressure__indoor__laundry-point_mbar_second_50""}"
pressure__indoor__office-point_mbar_second_50,Office,Pressure,Indoor,Office,haas/sensor/config/sensor/anode/pressure__indoor__office-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Office"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure__indoor__office-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure"", ""Indoor"", ""Office""]}, ""unique_id"": ""pressure__indoor__office-point_mbar_second_50""}"
pressure__indoor__parents-point_mbar_second_50,Parents,Pressure,Indoor,Parents,haas/sensor/config/sensor/anode/pressure__indoor__parents-point_mbar_second_50/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Parents"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure__indoor__parents-point_mbar_second_50/state"", ""device"": {""identifiers"": [""Pressure"", ""Indoor"", ""Parents""]}, ""unique_id"": ""pressure__indoor__parents-point_mbar_second_50""}"
pressure__outdoor__roof-point_mbar_second_2,Roof,Pressure,Outdoor,Roof,haas/sensor/config/sensor/anode/pressure__outdoor__roof-point_mbar_second_2/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Roof"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/pressure__outdoor__roof-point_mbar_second_2/state"", ""device"": {""identifiers"": [""Pressure"", ""Outdoor"", ""Roof""]}, ""unique_id"": ""pressure__outdoor__roof-point_mbar_second_2""}"
rain_Drate__outdoor__roof-mean_mm_P2Fh_minute_30,Roof,Rain Rate,Outdoor,Roof,haas/sensor/config/sensor/anode/rain_Drate__outdoor__roof-mean_mm_P2Fh_minute_30/config,"{""unit_of_measurement"": ""mm/h"", ""qos"": 1, ""name"": ""Roof"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/rain_Drate__outdoor__roof-mean_mm_P2Fh_minute_30/state"", ""device"": {""identifiers"": [""Rain Rate"", ""Outdoor"", ""Roof""]}, ""unique_id"": ""rain_Drate__outdoor__roof-mean_mm_P2Fh_minute_30""}"
rain__outdoor__roof-integral_cm_month_1,Roof,Rain,Outdoor,Roof,haas/sensor/config/sensor/anode/rain__outdoor__roof-integral_cm_month_1/config,"{""unit_of_measurement"": ""cm"", ""qos"": 1, ""name"": ""Roof"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/rain__outdoor__roof-integral_cm_month_1/state"", ""device"": {""identifiers"": [""Rain"", ""Outdoor"", ""Roof""]}, ""unique_id"": ""rain__outdoor__roof-integral_cm_month_1""}"
rain__outdoor__roof-integral_m_year_1,Roof,Rain,Outdoor,Roof,haas/sensor/config/sensor/anode/rain__outdoor__roof-integral_m_year_1/config,"{""unit_of_measurement"": ""m"", ""qos"": 1, ""name"": ""Roof"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/rain__outdoor__roof-integral_m_year_1/state"", ""device"": {""identifiers"": [""Rain"", ""Outdoor"", ""Roof""]}, ""unique_id"": ""rain__outdoor__roof-integral_m_year_1""}"
rain__outdoor__roof-integral_mm_day_1,Roof,Rain,Outdoor,Roof,haas/sensor/config/sensor/anode/rain__outdoor__roof-integral_mm_day_1/config,"{""unit_of_measurement"": ""mm"", ""qos"": 1, ""name"": ""Roof"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/rain__outdoor__roof-integral_mm_day_1/state"", ""device"": {""identifiers"": [""Rain"", ""Outdoor"", ""Roof""]}, ""unique_id"": ""rain__outdoor__roof-integral_mm_day_1""}"
rain__outdoor__roof-integral_mm_minute_30,Roof,Rain,Outdoor,Roof,haas/sensor/config/sensor/anode/rain__outdoor__roof-integral_mm_minute_30/config,"{""unit_of_measurement"": ""mm"", ""qos"": 1, ""name"": ""Roof"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/rain__outdoor__roof-integral_mm_minute_30/state"", ""device"": {""identifiers"": [""Rain"", ""Outdoor"", ""Roof""]}, ""unique_id"": ""rain__outdoor__roof-integral_mm_minute_30""}"
sun__outdoor__altitude-point__PC2_PB0_second_2,Altitude,Sun,Outdoor,Home,haas/sensor/config/sensor/anode/sun__outdoor__altitude-point__PC2_PB0_second_2/config,"{""unit_of_measurement"": ""°"", ""qos"": 1, ""name"": ""Altitude"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/sun__outdoor__altitude-point__PC2_PB0_second_2/state"", ""device"": {""identifiers"": [""Sun"", ""Outdoor"", ""Home""]}, ""unique_id"": ""sun__outdoor__altitude-point__PC2_PB0_second_2""}"
sun__outdoor__azimuth-point__PC2_PB0_second_2,Azimuth,Sun,Outdoor,Home,haas/sensor/config/sensor/anode/sun__outdoor__azimuth-point__PC2_PB0_second_2/config,"{""unit_of_measurement"": ""°"", ""qos"": 1, ""name"": ""Azimuth"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/sun__outdoor__azimuth-point__PC2_PB0_second_2/state"", ""device"": {""identifiers"": [""Sun"", ""Outdoor"", ""Home""]}, ""unique_id"": ""sun__outdoor__azimuth-point__PC2_PB0_second_2""}"
sun__outdoor__rise-epoch_scalar_day_1,Rise,Sun,Outdoor,Home,haas/sensor/config/sensor/anode/sun__outdoor__rise-epoch_scalar_day_1/config,"{""unit_of_measurement"": ""scalar"", ""qos"": 1, ""name"": ""Rise"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/sun__outdoor__rise-epoch_scalar_day_1/state"", ""device"": {""identifiers"": [""Sun"", ""Outdoor"", ""Home""]}, ""unique_id"": ""sun__outdoor__rise-epoch_scalar_day_1""}"
sun__outdoor__set-epoch_scalar_day_1,Set,Sun,Outdoor,Home,haas/sensor/config/sensor/anode/sun__outdoor__set-epoch_scalar_day_1/config,"{""unit_of_measurement"": ""scalar"", ""qos"": 1, ""name"": ""Set"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/sun__outdoor__set-epoch_scalar_day_1/state"", ""device"": {""identifiers"": [""Sun"", ""Outdoor"", ""Home""]}, ""unique_id"": ""sun__outdoor__set-epoch_scalar_day_1""}"
temperature__indoor__ada-point__PC2_PB0C_second_50,Ada,Temperature,Indoor,Ada,haas/sensor/config/sensor/anode/temperature__indoor__ada-point__PC2_PB0C_second_50/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Ada"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__indoor__ada-point__PC2_PB0C_second_50/state"", ""device"": {""identifiers"": [""Temperature"", ""Indoor"", ""Ada""]}, ""unique_id"": ""temperature__indoor__ada-point__PC2_PB0C_second_50""}"
temperature__indoor__dining-point__PC2_PB0C_second_50,Dining,Temperature,Indoor,Dining,haas/sensor/config/sensor/anode/temperature__indoor__dining-point__PC2_PB0C_second_50/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Dining"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__indoor__dining-point__PC2_PB0C_second_50/state"", ""device"": {""identifiers"": [""Temperature"", ""Indoor"", ""Dining""]}, ""unique_id"": ""temperature__indoor__dining-point__PC2_PB0C_second_50""}"
temperature__indoor__edwin-point__PC2_PB0C_second_50,Edwin,Temperature,Indoor,Edwin,haas/sensor/config/sensor/anode/temperature__indoor__edwin-point__PC2_PB0C_second_50/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Edwin"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__indoor__edwin-point__PC2_PB0C_second_50/state"", ""device"": {""identifiers"": [""Temperature"", ""Indoor"", ""Edwin""]}, ""unique_id"": ""temperature__indoor__edwin-point__PC2_PB0C_second_50""}"
temperature__indoor__kitchen-point__PC2_PB0C_second_50,Kitchen,Temperature,Indoor,Kitchen,haas/sensor/config/sensor/anode/temperature__indoor__kitchen-point__PC2_PB0C_second_50/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Kitchen"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__indoor__kitchen-point__PC2_PB0C_second_50/state"", ""device"": {""identifiers"": [""Temperature"", ""Indoor"", ""Kitchen""]}, ""unique_id"": ""temperature__indoor__kitchen-point__PC2_PB0C_second_50""}"
temperature__indoor__laundry-point__PC2_PB0C_second_50,Laundry,Temperature,Indoor,Laundry,haas/sensor/config/sensor/anode/temperature__indoor__laundry-point__PC2_PB0C_second_50/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Laundry"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__indoor__laundry-point__PC2_PB0C_second_50/state"", ""device"": {""identifiers"": [""Temperature"", ""Indoor"", ""Laundry""]}, ""unique_id"": ""temperature__indoor__laundry-point__PC2_PB0C_second_50""}"
temperature__indoor__lounge-point__PC2_PB0C_second_50,Lounge,Temperature,Indoor,Lounge,haas/sensor/config/sensor/anode/temperature__indoor__lounge-point__PC2_PB0C_second_50/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Lounge"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__indoor__lounge-point__PC2_PB0C_second_50/state"", ""device"": {""identifiers"": [""Temperature"", ""Indoor"", ""Lounge""]}, ""unique_id"": ""temperature__indoor__lounge-point__PC2_PB0C_second_50""}"
temperature__indoor__office-point__PC2_PB0C_second_50,Office,Temperature,Indoor,Office,haas/sensor/config/sensor/anode/temperature__indoor__office-point__PC2_PB0C_second_50/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Office"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__indoor__office-point__PC2_PB0C_second_50/state"", ""device"": {""identifiers"": [""Temperature"", ""Indoor"", ""Office""]}, ""unique_id"": ""temperature__indoor__office-point__PC2_PB0C_second_50""}"
temperature__indoor__pantry-point__PC2_PB0C_second_50,Pantry,Temperature,Indoor,Pantry,haas/sensor/config/sensor/anode/temperature__indoor__pantry-point__PC2_PB0C_second_50/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Pantry"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__indoor__pantry-point__PC2_PB0C_second_50/state"", ""device"": {""identifiers"": [""Temperature"", ""Indoor"", ""Pantry""]}, ""unique_id"": ""temperature__indoor__pantry-point__PC2_PB0C_second_50""}"
temperature__indoor__parents-point__PC2_PB0C_second_50,Parents,Temperature,Indoor,Parents,haas/sensor/config/sensor/anode/temperature__indoor__parents-point__PC2_PB0C_second_50/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Parents"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__indoor__parents-point__PC2_PB0C_second_50/state"", ""device"": {""identifiers"": [""Temperature"", ""Indoor"", ""Parents""]}, ""unique_id"": ""temperature__indoor__parents-point__PC2_PB0C_second_50""}"
temperature__indoor__shed-point__PC2_PB0C_second_2,Shed,Temperature,Indoor,Shed,haas/sensor/config/sensor/anode/temperature__indoor__shed-point__PC2_PB0C_second_2/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Shed"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__indoor__shed-point__PC2_PB0C_second_2/state"", ""device"": {""identifiers"": [""Temperature"", ""Indoor"", ""Shed""]}, ""unique_id"": ""temperature__indoor__shed-point__PC2_PB0C_second_2""}"
temperature__outdoor__basement-point__PC2_PB0C_second_50,Basement,Temperature,Outdoor,Basement,haas/sensor/config/sensor/anode/temperature__outdoor__basement-point__PC2_PB0C_second_50/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Basement"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__outdoor__basement-point__PC2_PB0C_second_50/state"", ""device"": {""identifiers"": [""Temperature"", ""Outdoor"", ""Basement""]}, ""unique_id"": ""temperature__outdoor__basement-point__PC2_PB0C_second_50""}"
temperature__outdoor__deck-point__PC2_PB0C_second_50,Deck,Temperature,Outdoor,Deck,haas/sensor/config/sensor/anode/temperature__outdoor__deck-point__PC2_PB0C_second_50/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Deck"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__outdoor__deck-point__PC2_PB0C_second_50/state"", ""device"": {""identifiers"": [""Temperature"", ""Outdoor"", ""Deck""]}, ""unique_id"": ""temperature__outdoor__deck-point__PC2_PB0C_second_50""}"
temperature__outdoor__roof-point__PC2_PB0C_second_2,Roof,Temperature,Outdoor,Roof,haas/sensor/config/sensor/anode/temperature__outdoor__roof-point__PC2_PB0C_second_2/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Roof"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/temperature__outdoor__roof-point__PC2_PB0C_second_2/state"", ""device"": {""identifiers"": [""Temperature"", ""Outdoor"", ""Roof""]}, ""unique_id"": ""temperature__outdoor__roof-point__PC2_PB0C_second_2""}"
upload__internet__london-point_KB_P2Fs_hour_4,London,Upload,Internet,Home,haas/sensor/config/sensor/anode/upload__internet__london-point_KB_P2Fs_hour_4/config,"{""unit_of_measurement"": ""KB/s"", ""qos"": 1, ""name"": ""London"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/upload__internet__london-point_KB_P2Fs_hour_4/state"", ""device"": {""identifiers"": [""Upload"", ""Internet"", ""Home""]}, ""unique_id"": ""upload__internet__london-point_KB_P2Fs_hour_4""}"
upload__internet__new_Dyork_Dcity-point_KB_P2Fs_hour_4,New York City,Upload,Internet,Home,haas/sensor/config/sensor/anode/upload__internet__new_Dyork_Dcity-point_KB_P2Fs_hour_4/config,"{""unit_of_measurement"": ""KB/s"", ""qos"": 1, ""name"": ""New York City"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/upload__internet__new_Dyork_Dcity-point_KB_P2Fs_hour_4/state"", ""device"": {""identifiers"": [""Upload"", ""Internet"", ""Home""]}, ""unique_id"": ""upload__internet__new_Dyork_Dcity-point_KB_P2Fs_hour_4""}"
upload__internet__perth-point_KB_P2Fs_hour_4,Perth,Upload,Internet,Home,haas/sensor/config/sensor/anode/upload__internet__perth-point_KB_P2Fs_hour_4/config,"{""unit_of_measurement"": ""KB/s"", ""qos"": 1, ""name"": ""Perth"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/upload__internet__perth-point_KB_P2Fs_hour_4/state"", ""device"": {""identifiers"": [""Upload"", ""Internet"", ""Home""]}, ""unique_id"": ""upload__internet__perth-point_KB_P2Fs_hour_4""}"
wind_Dgust_Dbearing__outdoor__roof-point__PC2_PB0_second_2,Roof,Wind Gust Bearing,Outdoor,Roof,haas/sensor/config/sensor/anode/wind_Dgust_Dbearing__outdoor__roof-point__PC2_PB0_second_2/config,"{""unit_of_measurement"": ""°"", ""qos"": 1, ""name"": ""Roof"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/wind_Dgust_Dbearing__outdoor__roof-point__PC2_PB0_second_2/state"", ""device"": {""identifiers"": [""Wind Gust Bearing"", ""Outdoor"", ""Roof""]}, ""unique_id"": ""wind_Dgust_Dbearing__outdoor__roof-point__PC2_PB0_second_2""}"
wind_Dgust__outdoor__roof-point_km_P2Fh_second_2,Roof,Wind Gust,Outdoor,Roof,haas/sensor/config/sensor/anode/wind_Dgust__outdoor__roof-point_km_P2Fh_second_2/config,"{""unit_of_measurement"": ""km/h"", ""qos"": 1, ""name"": ""Roof"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/wind_Dgust__outdoor__roof-point_km_P2Fh_second_2/state"", ""device"": {""identifiers"": [""Wind Gust"", ""Outdoor"", ""Roof""]}, ""unique_id"": ""wind_Dgust__outdoor__roof-point_km_P2Fh_second_2""}"
