ID,Name,Domain,Group,Location,Topic,Metadata
energy__consumption__pantry_Dlights-integral_mWh_day_1,Pantry Lights,Energy,Consumption,Pantry,haas/sensor/config/sensor/anode/energy__consumption__pantry_Dlights-integral_mWh_day_1/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Pantry Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/energy__consumption__pantry_Dlights-integral_mWh_day_1/state"", ""device"": {""identifiers"": [""Energy"", ""Consumption"", ""Pantry""]}, ""unique_id"": ""energy__consumption__pantry_Dlights-integral_mWh_day_1""}"
energy__consumption__parents_Dlights-integral_Wh_all_Dtime_1,Parents Lights,Energy,Consumption,Parents,haas/sensor/config/sensor/anode/energy__consumption__parents_Dlights-integral_Wh_all_Dtime_1/config,"{""unit_of_measurement"": ""Wh"", ""qos"": 1, ""name"": ""Parents Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/energy__consumption__parents_Dlights-integral_Wh_all_Dtime_1/state"", ""device"": {""identifiers"": [""Energy"", ""Consumption"", ""Parents""]}, ""unique_id"": ""energy__consumption__parents_Dlights-integral_Wh_all_Dtime_1""}"
energy__consumption__parents_Dlights-integral_mWh_day_1,Parents Lights,Energy,Consumption,Parents,haas/sensor/config/sensor/anode/energy__consumption__parents_Dlights-integral_mWh_day_1/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Parents Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/energy__consumption__parents_Dlights-integral_mWh_day_1/state"", ""device"": {""identifiers"": [""Energy"", ""Consumption"", ""Parents""]}, ""unique_id"": ""energy__consumption__parents_Dlights-integral_mWh_day_1""}"
energy__consumption__servers-integral_Wh_all_Dtime_1,Servers,Energy,Consumption,Home,haas/sensor/config/sensor/anode/energy__consumption__servers-integral_Wh_all_Dtime_1/config,"{""unit_of_measurement"": ""Wh"", ""qos"": 1, ""name"": ""Servers"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/energy__consumption__servers-integral_Wh_all_Dtime_1/state"", ""device"": {""identifiers"": [""Energy"", ""Consumption"", ""Home""]}, ""unique_id"": ""energy__consumption__servers-integral_Wh_all_Dtime_1""}"
energy__consumption__servers-integral_Wh_day_1,Servers,Energy,Consumption,Home,haas/sensor/config/sensor/anode/energy__consumption__servers-integral_Wh_day_1/config,"{""unit_of_measurement"": ""Wh"", ""qos"": 1, ""name"": ""Servers"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/energy__consumption__servers-integral_Wh_day_1/state"", ""device"": {""identifiers"": [""Energy"", ""Consumption"", ""Home""]}, ""unique_id"": ""energy__consumption__servers-integral_Wh_day_1""}"
energy__consumption__wardrobe_Dlights-integral_Wh_all_Dtime_1,Wardrobe Lights,Energy,Consumption,Home,haas/sensor/config/sensor/anode/energy__consumption__wardrobe_Dlights-integral_Wh_all_Dtime_1/config,"{""unit_of_measurement"": ""Wh"", ""qos"": 1, ""name"": ""Wardrobe Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/energy__consumption__wardrobe_Dlights-integral_Wh_all_Dtime_1/state"", ""device"": {""identifiers"": [""Energy"", ""Consumption"", ""Home""]}, ""unique_id"": ""energy__consumption__wardrobe_Dlights-integral_Wh_all_Dtime_1""}"
energy__consumption__wardrobe_Dlights-integral_mWh_day_1,Wardrobe Lights,Energy,Consumption,Home,haas/sensor/config/sensor/anode/energy__consumption__wardrobe_Dlights-integral_mWh_day_1/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Wardrobe Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/energy__consumption__wardrobe_Dlights-integral_mWh_day_1/state"", ""device"": {""identifiers"": [""Energy"", ""Consumption"", ""Home""]}, ""unique_id"": ""energy__consumption__wardrobe_Dlights-integral_mWh_day_1""}"
health_Dindex__indoor__ada-point_scalar_second_50,Ada,Health Index,Indoor,Ada,haas/sensor/config/sensor/anode/health_Dindex__indoor__ada-point_scalar_second_50/config,"{""unit_of_measurement"": ""scalar"", ""qos"": 1, ""name"": ""Ada"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/health_Dindex__indoor__ada-point_scalar_second_50/state"", ""device"": {""identifiers"": [""Health Index"", ""Indoor"", ""Ada""]}, ""unique_id"": ""health_Dindex__indoor__ada-point_scalar_second_50""}"
health_Dindex__indoor__edwin-point_scalar_second_50,Edwin,Health Index,Indoor,Edwin,haas/sensor/config/sensor/anode/health_Dindex__indoor__edwin-point_scalar_second_50/config,"{""unit_of_measurement"": ""scalar"", ""qos"": 1, ""name"": ""Edwin"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/health_Dindex__indoor__edwin-point_scalar_second_50/state"", ""device"": {""identifiers"": [""Health Index"", ""Indoor"", ""Edwin""]}, ""unique_id"": ""health_Dindex__indoor__edwin-point_scalar_second_50""}"
health_Dindex__indoor__laundry-point_scalar_second_50,Laundry,Health Index,Indoor,Laundry,haas/sensor/config/sensor/anode/health_Dindex__indoor__laundry-point_scalar_second_50/config,"{""unit_of_measurement"": ""scalar"", ""qos"": 1, ""name"": ""Laundry"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/health_Dindex__indoor__laundry-point_scalar_second_50/state"", ""device"": {""identifiers"": [""Health Index"", ""Indoor"", ""Laundry""]}, ""unique_id"": ""health_Dindex__indoor__laundry-point_scalar_second_50""}"
health_Dindex__indoor__parents-point_scalar_second_50,Parents,Health Index,Indoor,Parents,haas/sensor/config/sensor/anode/health_Dindex__indoor__parents-point_scalar_second_50/config,"{""unit_of_measurement"": ""scalar"", ""qos"": 1, ""name"": ""Parents"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/health_Dindex__indoor__parents-point_scalar_second_50/state"", ""device"": {""identifiers"": [""Health Index"", ""Indoor"", ""Parents""]}, ""unique_id"": ""health_Dindex__indoor__parents-point_scalar_second_50""}"
heatindex__outdoor__roof-point_scalar_second_2,Roof,Heatindex,Outdoor,Roof,haas/sensor/config/sensor/anode/heatindex__outdoor__roof-point_scalar_second_2/config,"{""unit_of_measurement"": ""scalar"", ""qos"": 1, ""name"": ""Roof"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/heatindex__outdoor__roof-point_scalar_second_2/state"", ""device"": {""identifiers"": [""Heatindex"", ""Outdoor"", ""Roof""]}, ""unique_id"": ""heatindex__outdoor__roof-point_scalar_second_2""}"
humidity__indoor__ada-point__P25_second_50,Ada,Humidity,Indoor,Ada,haas/sensor/config/sensor/anode/humidity__indoor__ada-point__P25_second_50/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Ada"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__indoor__ada-point__P25_second_50/state"", ""device"": {""identifiers"": [""Humidity"", ""Indoor"", ""Ada""]}, ""unique_id"": ""humidity__indoor__ada-point__P25_second_50""}"
humidity__indoor__dining-point__P25_second_50,Dining,Humidity,Indoor,Dining,haas/sensor/config/sensor/anode/humidity__indoor__dining-point__P25_second_50/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Dining"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__indoor__dining-point__P25_second_50/state"", ""device"": {""identifiers"": [""Humidity"", ""Indoor"", ""Dining""]}, ""unique_id"": ""humidity__indoor__dining-point__P25_second_50""}"
humidity__indoor__edwin-point__P25_second_50,Edwin,Humidity,Indoor,Edwin,haas/sensor/config/sensor/anode/humidity__indoor__edwin-point__P25_second_50/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Edwin"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__indoor__edwin-point__P25_second_50/state"", ""device"": {""identifiers"": [""Humidity"", ""Indoor"", ""Edwin""]}, ""unique_id"": ""humidity__indoor__edwin-point__P25_second_50""}"
humidity__indoor__kitchen-point__P25_second_50,Kitchen,Humidity,Indoor,Kitchen,haas/sensor/config/sensor/anode/humidity__indoor__kitchen-point__P25_second_50/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Kitchen"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__indoor__kitchen-point__P25_second_50/state"", ""device"": {""identifiers"": [""Humidity"", ""Indoor"", ""Kitchen""]}, ""unique_id"": ""humidity__indoor__kitchen-point__P25_second_50""}"
humidity__indoor__laundry-point__P25_second_50,Laundry,Humidity,Indoor,Laundry,haas/sensor/config/sensor/anode/humidity__indoor__laundry-point__P25_second_50/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Laundry"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__indoor__laundry-point__P25_second_50/state"", ""device"": {""identifiers"": [""Humidity"", ""Indoor"", ""Laundry""]}, ""unique_id"": ""humidity__indoor__laundry-point__P25_second_50""}"
humidity__indoor__lounge-point__P25_second_50,Lounge,Humidity,Indoor,Lounge,haas/sensor/config/sensor/anode/humidity__indoor__lounge-point__P25_second_50/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Lounge"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__indoor__lounge-point__P25_second_50/state"", ""device"": {""identifiers"": [""Humidity"", ""Indoor"", ""Lounge""]}, ""unique_id"": ""humidity__indoor__lounge-point__P25_second_50""}"
humidity__indoor__office-point__P25_second_50,Office,Humidity,Indoor,Office,haas/sensor/config/sensor/anode/humidity__indoor__office-point__P25_second_50/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Office"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__indoor__office-point__P25_second_50/state"", ""device"": {""identifiers"": [""Humidity"", ""Indoor"", ""Office""]}, ""unique_id"": ""humidity__indoor__office-point__P25_second_50""}"
humidity__indoor__pantry-point__P25_second_50,Pantry,Humidity,Indoor,Pantry,haas/sensor/config/sensor/anode/humidity__indoor__pantry-point__P25_second_50/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Pantry"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__indoor__pantry-point__P25_second_50/state"", ""device"": {""identifiers"": [""Humidity"", ""Indoor"", ""Pantry""]}, ""unique_id"": ""humidity__indoor__pantry-point__P25_second_50""}"
humidity__indoor__parents-point__P25_second_50,Parents,Humidity,Indoor,Parents,haas/sensor/config/sensor/anode/humidity__indoor__parents-point__P25_second_50/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Parents"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__indoor__parents-point__P25_second_50/state"", ""device"": {""identifiers"": [""Humidity"", ""Indoor"", ""Parents""]}, ""unique_id"": ""humidity__indoor__parents-point__P25_second_50""}"
humidity__indoor__shed-point__P25_second_2,Shed,Humidity,Indoor,Shed,haas/sensor/config/sensor/anode/humidity__indoor__shed-point__P25_second_2/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Shed"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__indoor__shed-point__P25_second_2/state"", ""device"": {""identifiers"": [""Humidity"", ""Indoor"", ""Shed""]}, ""unique_id"": ""humidity__indoor__shed-point__P25_second_2""}"
humidity__outdoor__basement-point__P25_second_50,Basement,Humidity,Outdoor,Basement,haas/sensor/config/sensor/anode/humidity__outdoor__basement-point__P25_second_50/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Basement"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__outdoor__basement-point__P25_second_50/state"", ""device"": {""identifiers"": [""Humidity"", ""Outdoor"", ""Basement""]}, ""unique_id"": ""humidity__outdoor__basement-point__P25_second_50""}"
humidity__outdoor__deck-point__P25_second_50,Deck,Humidity,Outdoor,Deck,haas/sensor/config/sensor/anode/humidity__outdoor__deck-point__P25_second_50/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Deck"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__outdoor__deck-point__P25_second_50/state"", ""device"": {""identifiers"": [""Humidity"", ""Outdoor"", ""Deck""]}, ""unique_id"": ""humidity__outdoor__deck-point__P25_second_50""}"
humidity__outdoor__roof-point__P25_second_2,Roof,Humidity,Outdoor,Roof,haas/sensor/config/sensor/anode/humidity__outdoor__roof-point__P25_second_2/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Roof"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/humidity__outdoor__roof-point__P25_second_2/state"", ""device"": {""identifiers"": [""Humidity"", ""Outdoor"", ""Roof""]}, ""unique_id"": ""humidity__outdoor__roof-point__P25_second_2""}"
noise__indoor__ada-point_dB_second_50,Ada,Noise,Indoor,Ada,haas/sensor/config/sensor/anode/noise__indoor__ada-point_dB_second_50/config,"{""unit_of_measurement"": ""dB"", ""qos"": 1, ""name"": ""Ada"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/noise__indoor__ada-point_dB_second_50/state"", ""device"": {""identifiers"": [""Noise"", ""Indoor"", ""Ada""]}, ""unique_id"": ""noise__indoor__ada-point_dB_second_50""}"
noise__indoor__edwin-point_dB_second_50,Edwin,Noise,Indoor,Edwin,haas/sensor/config/sensor/anode/noise__indoor__edwin-point_dB_second_50/config,"{""unit_of_measurement"": ""dB"", ""qos"": 1, ""name"": ""Edwin"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/noise__indoor__edwin-point_dB_second_50/state"", ""device"": {""identifiers"": [""Noise"", ""Indoor"", ""Edwin""]}, ""unique_id"": ""noise__indoor__edwin-point_dB_second_50""}"
noise__indoor__kitchen-point_dB_second_50,Kitchen,Noise,Indoor,Kitchen,haas/sensor/config/sensor/anode/noise__indoor__kitchen-point_dB_second_50/config,"{""unit_of_measurement"": ""dB"", ""qos"": 1, ""name"": ""Kitchen"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/noise__indoor__kitchen-point_dB_second_50/state"", ""device"": {""identifiers"": [""Noise"", ""Indoor"", ""Kitchen""]}, ""unique_id"": ""noise__indoor__kitchen-point_dB_second_50""}"
noise__indoor__laundry-point_dB_second_50,Laundry,Noise,Indoor,Laundry,haas/sensor/config/sensor/anode/noise__indoor__laundry-point_dB_second_50/config,"{""unit_of_measurement"": ""dB"", ""qos"": 1, ""name"": ""Laundry"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/noise__indoor__laundry-point_dB_second_50/state"", ""device"": {""identifiers"": [""Noise"", ""Indoor"", ""Laundry""]}, ""unique_id"": ""noise__indoor__laundry-point_dB_second_50""}"
noise__indoor__office-point_dB_second_50,Office,Noise,Indoor,Office,haas/sensor/config/sensor/anode/noise__indoor__office-point_dB_second_50/config,"{""unit_of_measurement"": ""dB"", ""qos"": 1, ""name"": ""Office"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/noise__indoor__office-point_dB_second_50/state"", ""device"": {""identifiers"": [""Noise"", ""Indoor"", ""Office""]}, ""unique_id"": ""noise__indoor__office-point_dB_second_50""}"
noise__indoor__parents-point_dB_second_50,Parents,Noise,Indoor,Parents,haas/sensor/config/sensor/anode/noise__indoor__parents-point_dB_second_50/config,"{""unit_of_measurement"": ""dB"", ""qos"": 1, ""name"": ""Parents"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/noise__indoor__parents-point_dB_second_50/state"", ""device"": {""identifiers"": [""Noise"", ""Indoor"", ""Parents""]}, ""unique_id"": ""noise__indoor__parents-point_dB_second_50""}"
ping__internet__london-point_ms_minute_5,London,Ping,Internet,Home,haas/sensor/config/sensor/anode/ping__internet__london-point_ms_minute_5/config,"{""unit_of_measurement"": ""ms"", ""qos"": 1, ""name"": ""London"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/ping__internet__london-point_ms_minute_5/state"", ""device"": {""identifiers"": [""Ping"", ""Internet"", ""Home""]}, ""unique_id"": ""ping__internet__london-point_ms_minute_5""}"
ping__internet__new_Dyork_Dcity-point_ms_minute_5,New York City,Ping,Internet,Home,haas/sensor/config/sensor/anode/ping__internet__new_Dyork_Dcity-point_ms_minute_5/config,"{""unit_of_measurement"": ""ms"", ""qos"": 1, ""name"": ""New York City"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/ping__internet__new_Dyork_Dcity-point_ms_minute_5/state"", ""device"": {""identifiers"": [""Ping"", ""Internet"", ""Home""]}, ""unique_id"": ""ping__internet__new_Dyork_Dcity-point_ms_minute_5""}"
ping__internet__perth-point_ms_minute_5,Perth,Ping,Internet,Home,haas/sensor/config/sensor/anode/ping__internet__perth-point_ms_minute_5/config,"{""unit_of_measurement"": ""ms"", ""qos"": 1, ""name"": ""Perth"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/ping__internet__perth-point_ms_minute_5/state"", ""device"": {""identifiers"": [""Ping"", ""Internet"", ""Home""]}, ""unique_id"": ""ping__internet__perth-point_ms_minute_5""}"
power__consumption__adhoc-point_W_second_1,Adhoc,Power,Consumption,Home,haas/sensor/config/sensor/anode/power__consumption__adhoc-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Adhoc"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__adhoc-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Home""]}, ""unique_id"": ""power__consumption__adhoc-point_W_second_1""}"
power__consumption__bathroom_Dlights-point_W_second_1,Bathroom Lights,Power,Consumption,Home,haas/sensor/config/sensor/anode/power__consumption__bathroom_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Bathroom Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__bathroom_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Home""]}, ""unique_id"": ""power__consumption__bathroom_Dlights-point_W_second_1""}"
power__consumption__booster-point_W_second_1,Booster,Power,Consumption,Home,haas/sensor/config/sensor/anode/power__consumption__booster-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Booster"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__booster-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Home""]}, ""unique_id"": ""power__consumption__booster-point_W_second_1""}"
power__consumption__dining_Dlights-point_W_second_1,Dining Lights,Power,Consumption,Dining,haas/sensor/config/sensor/anode/power__consumption__dining_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Dining Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__dining_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Dining""]}, ""unique_id"": ""power__consumption__dining_Dlights-point_W_second_1""}"
power__consumption__ensuite_Dlights-point_W_second_1,Ensuite Lights,Power,Consumption,Home,haas/sensor/config/sensor/anode/power__consumption__ensuite_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Ensuite Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__ensuite_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Home""]}, ""unique_id"": ""power__consumption__ensuite_Dlights-point_W_second_1""}"
power__consumption__fan-point_W_second_1,Fan,Power,Consumption,Home,haas/sensor/config/sensor/anode/power__consumption__fan-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Fan"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__fan-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Home""]}, ""unique_id"": ""power__consumption__fan-point_W_second_1""}"
power__consumption__filter-point_W_second_1,Filter,Power,Consumption,Home,haas/sensor/config/sensor/anode/power__consumption__filter-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Filter"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__filter-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Home""]}, ""unique_id"": ""power__consumption__filter-point_W_second_1""}"
power__consumption__freezer-point_W_second_1,Freezer,Power,Consumption,Home,haas/sensor/config/sensor/anode/power__consumption__freezer-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Freezer"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__freezer-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Home""]}, ""unique_id"": ""power__consumption__freezer-point_W_second_1""}"
power__consumption__hallway_Dlights-point_W_second_1,Hallway Lights,Power,Consumption,Home,haas/sensor/config/sensor/anode/power__consumption__hallway_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Hallway Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__hallway_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Home""]}, ""unique_id"": ""power__consumption__hallway_Dlights-point_W_second_1""}"
power__consumption__kitchen_Dlights-point_W_second_1,Kitchen Lights,Power,Consumption,Kitchen,haas/sensor/config/sensor/anode/power__consumption__kitchen_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Kitchen Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__kitchen_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Kitchen""]}, ""unique_id"": ""power__consumption__kitchen_Dlights-point_W_second_1""}"
power__consumption__lamp_Dlights-point_W_second_1,Lamp Lights,Power,Consumption,Home,haas/sensor/config/sensor/anode/power__consumption__lamp_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Lamp Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__lamp_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Home""]}, ""unique_id"": ""power__consumption__lamp_Dlights-point_W_second_1""}"
power__consumption__laundry_Dlights-point_W_second_1,Laundry Lights,Power,Consumption,Laundry,haas/sensor/config/sensor/anode/power__consumption__laundry_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Laundry Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__laundry_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Laundry""]}, ""unique_id"": ""power__consumption__laundry_Dlights-point_W_second_1""}"
power__consumption__lounge_Dlights-point_W_second_1,Lounge Lights,Power,Consumption,Lounge,haas/sensor/config/sensor/anode/power__consumption__lounge_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Lounge Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__lounge_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Lounge""]}, ""unique_id"": ""power__consumption__lounge_Dlights-point_W_second_1""}"
power__consumption__office_Dlights-point_W_second_1,Office Lights,Power,Consumption,Office,haas/sensor/config/sensor/anode/power__consumption__office_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Office Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__office_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Office""]}, ""unique_id"": ""power__consumption__office_Dlights-point_W_second_1""}"
power__consumption__pantry_Dlights-point_W_second_1,Pantry Lights,Power,Consumption,Pantry,haas/sensor/config/sensor/anode/power__consumption__pantry_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Pantry Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__pantry_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Pantry""]}, ""unique_id"": ""power__consumption__pantry_Dlights-point_W_second_1""}"
power__consumption__parents_Dlights-point_W_second_1,Parents Lights,Power,Consumption,Parents,haas/sensor/config/sensor/anode/power__consumption__parents_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Parents Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__parents_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Parents""]}, ""unique_id"": ""power__consumption__parents_Dlights-point_W_second_1""}"
power__consumption__servers-point_W_second_1,Servers,Power,Consumption,Home,haas/sensor/config/sensor/anode/power__consumption__servers-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Servers"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__servers-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Home""]}, ""unique_id"": ""power__consumption__servers-point_W_second_1""}"
power__consumption__wardrobe_Dlights-point_W_second_1,Wardrobe Lights,Power,Consumption,Home,haas/sensor/config/sensor/anode/power__consumption__wardrobe_Dlights-point_W_second_1/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Wardrobe Lights"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/power__consumption__wardrobe_Dlights-point_W_second_1/state"", ""device"": {""identifiers"": [""Power"", ""Consumption"", ""Home""]}, ""unique_id"": ""power__consumption__wardrobe_Dlights-point_W_second_1""}"
