ID,Name,Domain,Group,Location,Topic,Metadata
anode__kitchen__pressure__indoor__kitchen,Kitchen Pressure,Pressure,Indoor,Kitchen,haas/sensor/config/sensor/anode/anode__kitchen__pressure__indoor__kitchen/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Kitchen Pressure"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__kitchen__pressure__indoor__kitchen/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__kitchen__pressure__indoor__kitchen""}"
anode__kitchen__temperature__indoor__kitchen,Kitchen Temperature,Temperature,Indoor,Kitchen,haas/sensor/config/sensor/anode/anode__kitchen__temperature__indoor__kitchen/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Kitchen Temperature"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__kitchen__temperature__indoor__kitchen/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__kitchen__temperature__indoor__kitchen""}"
anode__lamp_Dlights__energy__consumption__home,Lamp Lights Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__lamp_Dlights__energy__consumption__home/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Lamp Lights Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__lamp_Dlights__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__lamp_Dlights__energy__consumption__home""}"
anode__lamp_Dlights__power__consumption__home,Lamp Lights Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__lamp_Dlights__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Lamp Lights Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__lamp_Dlights__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__lamp_Dlights__power__consumption__home""}"
anode__last_D30_Dmin__rain__outdoor__home,Last 30 Min Rain,Rain,Outdoor,Home,haas/sensor/config/sensor/anode/anode__last_D30_Dmin__rain__outdoor__home/config,"{""unit_of_measurement"": ""mm"", ""qos"": 1, ""name"": ""Last 30 Min Rain"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__last_D30_Dmin__rain__outdoor__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__last_D30_Dmin__rain__outdoor__home""}"
anode__laundry_Dlights__energy__consumption__home,Laundry Lights Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__laundry_Dlights__energy__consumption__home/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Laundry Lights Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__laundry_Dlights__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__laundry_Dlights__energy__consumption__home""}"
anode__laundry_Dlights__power__consumption__home,Laundry Lights Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__laundry_Dlights__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Laundry Lights Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__laundry_Dlights__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__laundry_Dlights__power__consumption__home""}"
anode__laundry__carbon_Ddioxide__indoor__laundry,Laundry Carbon Dioxide,Carbon Dioxide,Indoor,Laundry,haas/sensor/config/sensor/anode/anode__laundry__carbon_Ddioxide__indoor__laundry/config,"{""unit_of_measurement"": ""ppm"", ""qos"": 1, ""name"": ""Laundry Carbon Dioxide"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__laundry__carbon_Ddioxide__indoor__laundry/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__laundry__carbon_Ddioxide__indoor__laundry""}"
anode__laundry__health_Dindex__indoor__laundry,Laundry Health Index,Health Index,Indoor,Laundry,haas/sensor/config/sensor/anode/anode__laundry__health_Dindex__indoor__laundry/config,"{""unit_of_measurement"": ""scalar"", ""qos"": 1, ""name"": ""Laundry Health Index"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__laundry__health_Dindex__indoor__laundry/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__laundry__health_Dindex__indoor__laundry""}"
anode__laundry__humidity__indoor__laundry,Laundry Humidity,Humidity,Indoor,Laundry,haas/sensor/config/sensor/anode/anode__laundry__humidity__indoor__laundry/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Laundry Humidity"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__laundry__humidity__indoor__laundry/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__laundry__humidity__indoor__laundry""}"
anode__laundry__noise__indoor__laundry,Laundry Noise,Noise,Indoor,Laundry,haas/sensor/config/sensor/anode/anode__laundry__noise__indoor__laundry/config,"{""unit_of_measurement"": ""dB"", ""qos"": 1, ""name"": ""Laundry Noise"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__laundry__noise__indoor__laundry/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__laundry__noise__indoor__laundry""}"
anode__laundry__pressure_Dabsolute__indoor__laundry,Laundry Pressure Absolute,Pressure Absolute,Indoor,Laundry,haas/sensor/config/sensor/anode/anode__laundry__pressure_Dabsolute__indoor__laundry/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Laundry Pressure Absolute"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__laundry__pressure_Dabsolute__indoor__laundry/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__laundry__pressure_Dabsolute__indoor__laundry""}"
anode__laundry__pressure__indoor__laundry,Laundry Pressure,Pressure,Indoor,Laundry,haas/sensor/config/sensor/anode/anode__laundry__pressure__indoor__laundry/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Laundry Pressure"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__laundry__pressure__indoor__laundry/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__laundry__pressure__indoor__laundry""}"
anode__laundry__temperature__indoor__laundry,Laundry Temperature,Temperature,Indoor,Laundry,haas/sensor/config/sensor/anode/anode__laundry__temperature__indoor__laundry/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Laundry Temperature"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__laundry__temperature__indoor__laundry/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__laundry__temperature__indoor__laundry""}"
anode__lounge_Dlights__energy__consumption__home,Lounge Lights Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__lounge_Dlights__energy__consumption__home/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Lounge Lights Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__lounge_Dlights__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__lounge_Dlights__energy__consumption__home""}"
anode__lounge_Dlights__power__consumption__home,Lounge Lights Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__lounge_Dlights__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Lounge Lights Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__lounge_Dlights__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__lounge_Dlights__power__consumption__home""}"
anode__lounge__carbon_Ddioxide__indoor__lounge,Lounge Carbon Dioxide,Carbon Dioxide,Indoor,Lounge,haas/sensor/config/sensor/anode/anode__lounge__carbon_Ddioxide__indoor__lounge/config,"{""unit_of_measurement"": ""ppm"", ""qos"": 1, ""name"": ""Lounge Carbon Dioxide"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__lounge__carbon_Ddioxide__indoor__lounge/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__lounge__carbon_Ddioxide__indoor__lounge""}"
anode__lounge__humidity__indoor__lounge,Lounge Humidity,Humidity,Indoor,Lounge,haas/sensor/config/sensor/anode/anode__lounge__humidity__indoor__lounge/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Lounge Humidity"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__lounge__humidity__indoor__lounge/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__lounge__humidity__indoor__lounge""}"
anode__lounge__temperature__indoor__lounge,Lounge Temperature,Temperature,Indoor,Lounge,haas/sensor/config/sensor/anode/anode__lounge__temperature__indoor__lounge/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Lounge Temperature"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__lounge__temperature__indoor__lounge/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__lounge__temperature__indoor__lounge""}"
anode__month__rain__outdoor__home,Month Rain,Rain,Outdoor,Home,haas/sensor/config/sensor/anode/anode__month__rain__outdoor__home/config,"{""unit_of_measurement"": ""cm"", ""qos"": 1, ""name"": ""Month Rain"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__month__rain__outdoor__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__month__rain__outdoor__home""}"
anode__office_Dlights__energy__consumption__home,Office Lights Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__office_Dlights__energy__consumption__home/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Office Lights Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__office_Dlights__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__office_Dlights__energy__consumption__home""}"
anode__office_Dlights__power__consumption__home,Office Lights Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__office_Dlights__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Office Lights Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__office_Dlights__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__office_Dlights__power__consumption__home""}"
anode__office__carbon_Ddioxide__indoor__office,Office Carbon Dioxide,Carbon Dioxide,Indoor,Office,haas/sensor/config/sensor/anode/anode__office__carbon_Ddioxide__indoor__office/config,"{""unit_of_measurement"": ""ppm"", ""qos"": 1, ""name"": ""Office Carbon Dioxide"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__office__carbon_Ddioxide__indoor__office/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__office__carbon_Ddioxide__indoor__office""}"
anode__office__humidity__indoor__office,Office Humidity,Humidity,Indoor,Office,haas/sensor/config/sensor/anode/anode__office__humidity__indoor__office/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Office Humidity"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__office__humidity__indoor__office/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__office__humidity__indoor__office""}"
anode__office__noise__indoor__office,Office Noise,Noise,Indoor,Office,haas/sensor/config/sensor/anode/anode__office__noise__indoor__office/config,"{""unit_of_measurement"": ""dB"", ""qos"": 1, ""name"": ""Office Noise"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__office__noise__indoor__office/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__office__noise__indoor__office""}"
anode__office__pressure_Dabsolute__indoor__office,Office Pressure Absolute,Pressure Absolute,Indoor,Office,haas/sensor/config/sensor/anode/anode__office__pressure_Dabsolute__indoor__office/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Office Pressure Absolute"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__office__pressure_Dabsolute__indoor__office/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__office__pressure_Dabsolute__indoor__office""}"
anode__office__pressure__indoor__office,Office Pressure,Pressure,Indoor,Office,haas/sensor/config/sensor/anode/anode__office__pressure__indoor__office/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Office Pressure"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__office__pressure__indoor__office/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__office__pressure__indoor__office""}"
anode__office__temperature__indoor__office,Office Temperature,Temperature,Indoor,Office,haas/sensor/config/sensor/anode/anode__office__temperature__indoor__office/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Office Temperature"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__office__temperature__indoor__office/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__office__temperature__indoor__office""}"
anode__pantry_Dlights__energy__consumption__home,Pantry Lights Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__pantry_Dlights__energy__consumption__home/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Pantry Lights Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__pantry_Dlights__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__pantry_Dlights__energy__consumption__home""}"
anode__pantry_Dlights__power__consumption__home,Pantry Lights Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__pantry_Dlights__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Pantry Lights Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__pantry_Dlights__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__pantry_Dlights__power__consumption__home""}"
anode__pantry__carbon_Ddioxide__indoor__pantry,Pantry Carbon Dioxide,Carbon Dioxide,Indoor,Pantry,haas/sensor/config/sensor/anode/anode__pantry__carbon_Ddioxide__indoor__pantry/config,"{""unit_of_measurement"": ""ppm"", ""qos"": 1, ""name"": ""Pantry Carbon Dioxide"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__pantry__carbon_Ddioxide__indoor__pantry/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__pantry__carbon_Ddioxide__indoor__pantry""}"
anode__pantry__humidity__indoor__pantry,Pantry Humidity,Humidity,Indoor,Pantry,haas/sensor/config/sensor/anode/anode__pantry__humidity__indoor__pantry/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Pantry Humidity"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__pantry__humidity__indoor__pantry/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__pantry__humidity__indoor__pantry""}"
anode__pantry__temperature__indoor__pantry,Pantry Temperature,Temperature,Indoor,Pantry,haas/sensor/config/sensor/anode/anode__pantry__temperature__indoor__pantry/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Pantry Temperature"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__pantry__temperature__indoor__pantry/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__pantry__temperature__indoor__pantry""}"
anode__parents_Dlights__energy__consumption__home,Parents Lights Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__parents_Dlights__energy__consumption__home/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Parents Lights Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__parents_Dlights__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__parents_Dlights__energy__consumption__home""}"
anode__parents_Dlights__power__consumption__home,Parents Lights Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__parents_Dlights__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Parents Lights Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__parents_Dlights__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__parents_Dlights__power__consumption__home""}"
