ID,Name,Domain,Group,Location,Topic,Metadata
anode__basement__humidity__outdoor__basement,Basement Humidity,Humidity,Outdoor,Basement,haas/sensor/config/sensor/anode/anode__basement__humidity__outdoor__basement/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Basement Humidity"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__basement__humidity__outdoor__basement/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__basement__humidity__outdoor__basement""}"
anode__basement__temperature__outdoor__basement,Basement Temperature,Temperature,Outdoor,Basement,haas/sensor/config/sensor/anode/anode__basement__temperature__outdoor__basement/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Basement Temperature"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__basement__temperature__outdoor__basement/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__basement__temperature__outdoor__basement""}"
anode__bathroom_Dlights__energy__consumption__home,Bathroom Lights Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__bathroom_Dlights__energy__consumption__home/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Bathroom Lights Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__bathroom_Dlights__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__bathroom_Dlights__energy__consumption__home""}"
anode__bathroom_Dlights__power__consumption__home,Bathroom Lights Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__bathroom_Dlights__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Bathroom Lights Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__bathroom_Dlights__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__bathroom_Dlights__power__consumption__home""}"
anode__day__rain__outdoor__home,Day Rain,Rain,Outdoor,Home,haas/sensor/config/sensor/anode/anode__day__rain__outdoor__home/config,"{""unit_of_measurement"": ""mm"", ""qos"": 1, ""name"": ""Day Rain"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__day__rain__outdoor__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__day__rain__outdoor__home""}"
anode__deck__humidity__outdoor__deck,Deck Humidity,Humidity,Outdoor,Deck,haas/sensor/config/sensor/anode/anode__deck__humidity__outdoor__deck/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Deck Humidity"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__deck__humidity__outdoor__deck/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__deck__humidity__outdoor__deck""}"
anode__deck__temperature__outdoor__deck,Deck Temperature,Temperature,Outdoor,Deck,haas/sensor/config/sensor/anode/anode__deck__temperature__outdoor__deck/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Deck Temperature"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__deck__temperature__outdoor__deck/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__deck__temperature__outdoor__deck""}"
anode__dining_Dlights__energy__consumption__home,Dining Lights Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__dining_Dlights__energy__consumption__home/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Dining Lights Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__dining_Dlights__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__dining_Dlights__energy__consumption__home""}"
anode__dining_Dlights__power__consumption__home,Dining Lights Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__dining_Dlights__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Dining Lights Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__dining_Dlights__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__dining_Dlights__power__consumption__home""}"
anode__dining__carbon_Ddioxide__indoor__dining,Dining Carbon Dioxide,Carbon Dioxide,Indoor,Dining,haas/sensor/config/sensor/anode/anode__dining__carbon_Ddioxide__indoor__dining/config,"{""unit_of_measurement"": ""ppm"", ""qos"": 1, ""name"": ""Dining Carbon Dioxide"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__dining__carbon_Ddioxide__indoor__dining/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__dining__carbon_Ddioxide__indoor__dining""}"
anode__dining__humidity__indoor__dining,Dining Humidity,Humidity,Indoor,Dining,haas/sensor/config/sensor/anode/anode__dining__humidity__indoor__dining/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Dining Humidity"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__dining__humidity__indoor__dining/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__dining__humidity__indoor__dining""}"
anode__dining__temperature__indoor__dining,Dining Temperature,Temperature,Indoor,Dining,haas/sensor/config/sensor/anode/anode__dining__temperature__indoor__dining/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Dining Temperature"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__dining__temperature__indoor__dining/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__dining__temperature__indoor__dining""}"
anode__download_Dlondon__internet__speed_Dtest__home,Download London Internet,Internet,Speed Test,Home,haas/sensor/config/sensor/anode/anode__download_Dlondon__internet__speed_Dtest__home/config,"{""unit_of_measurement"": ""MB/s"", ""qos"": 1, ""name"": ""Download London Internet"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__download_Dlondon__internet__speed_Dtest__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__download_Dlondon__internet__speed_Dtest__home""}"
anode__download_Dnew_Dyork_Dcity__internet__speed_Dtest__home,Download New York City Internet,Internet,Speed Test,Home,haas/sensor/config/sensor/anode/anode__download_Dnew_Dyork_Dcity__internet__speed_Dtest__home/config,"{""unit_of_measurement"": ""MB/s"", ""qos"": 1, ""name"": ""Download New York City Internet"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__download_Dnew_Dyork_Dcity__internet__speed_Dtest__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__download_Dnew_Dyork_Dcity__internet__speed_Dtest__home""}"
anode__download_Dperth__internet__speed_Dtest__home,Download Perth Internet,Internet,Speed Test,Home,haas/sensor/config/sensor/anode/anode__download_Dperth__internet__speed_Dtest__home/config,"{""unit_of_measurement"": ""MB/s"", ""qos"": 1, ""name"": ""Download Perth Internet"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__download_Dperth__internet__speed_Dtest__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__download_Dperth__internet__speed_Dtest__home""}"
anode__edwin__carbon_Ddioxide__indoor__edwin,Edwin Carbon Dioxide,Carbon Dioxide,Indoor,Edwin,haas/sensor/config/sensor/anode/anode__edwin__carbon_Ddioxide__indoor__edwin/config,"{""unit_of_measurement"": ""ppm"", ""qos"": 1, ""name"": ""Edwin Carbon Dioxide"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__edwin__carbon_Ddioxide__indoor__edwin/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__edwin__carbon_Ddioxide__indoor__edwin""}"
anode__edwin__health_Dindex__indoor__edwin,Edwin Health Index,Health Index,Indoor,Edwin,haas/sensor/config/sensor/anode/anode__edwin__health_Dindex__indoor__edwin/config,"{""unit_of_measurement"": ""scalar"", ""qos"": 1, ""name"": ""Edwin Health Index"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__edwin__health_Dindex__indoor__edwin/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__edwin__health_Dindex__indoor__edwin""}"
anode__edwin__humidity__indoor__edwin,Edwin Humidity,Humidity,Indoor,Edwin,haas/sensor/config/sensor/anode/anode__edwin__humidity__indoor__edwin/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Edwin Humidity"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__edwin__humidity__indoor__edwin/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__edwin__humidity__indoor__edwin""}"
anode__edwin__noise__indoor__edwin,Edwin Noise,Noise,Indoor,Edwin,haas/sensor/config/sensor/anode/anode__edwin__noise__indoor__edwin/config,"{""unit_of_measurement"": ""dB"", ""qos"": 1, ""name"": ""Edwin Noise"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__edwin__noise__indoor__edwin/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__edwin__noise__indoor__edwin""}"
anode__edwin__pressure_Dabsolute__indoor__edwin,Edwin Pressure Absolute,Pressure Absolute,Indoor,Edwin,haas/sensor/config/sensor/anode/anode__edwin__pressure_Dabsolute__indoor__edwin/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Edwin Pressure Absolute"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__edwin__pressure_Dabsolute__indoor__edwin/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__edwin__pressure_Dabsolute__indoor__edwin""}"
anode__edwin__pressure__indoor__edwin,Edwin Pressure,Pressure,Indoor,Edwin,haas/sensor/config/sensor/anode/anode__edwin__pressure__indoor__edwin/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Edwin Pressure"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__edwin__pressure__indoor__edwin/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__edwin__pressure__indoor__edwin""}"
anode__edwin__temperature__indoor__edwin,Edwin Temperature,Temperature,Indoor,Edwin,haas/sensor/config/sensor/anode/anode__edwin__temperature__indoor__edwin/config,"{""unit_of_measurement"": ""°C"", ""qos"": 1, ""name"": ""Edwin Temperature"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__edwin__temperature__indoor__edwin/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__edwin__temperature__indoor__edwin""}"
anode__ensuite_Dlights__energy__consumption__home,Ensuite Lights Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__ensuite_Dlights__energy__consumption__home/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Ensuite Lights Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__ensuite_Dlights__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__ensuite_Dlights__energy__consumption__home""}"
anode__ensuite_Dlights__power__consumption__home,Ensuite Lights Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__ensuite_Dlights__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Ensuite Lights Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__ensuite_Dlights__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__ensuite_Dlights__power__consumption__home""}"
anode__fan__energy__consumption__home,Fan Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__fan__energy__consumption__home/config,"{""unit_of_measurement"": ""Wh"", ""qos"": 1, ""name"": ""Fan Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__fan__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__fan__energy__consumption__home""}"
anode__fan__power__consumption__home,Fan Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__fan__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Fan Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__fan__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__fan__power__consumption__home""}"
anode__filter__energy__consumption__home,Filter Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__filter__energy__consumption__home/config,"{""unit_of_measurement"": ""Wh"", ""qos"": 1, ""name"": ""Filter Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__filter__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__filter__energy__consumption__home""}"
anode__filter__power__consumption__home,Filter Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__filter__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Filter Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__filter__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__filter__power__consumption__home""}"
anode__freezer__energy__consumption__home,Freezer Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__freezer__energy__consumption__home/config,"{""unit_of_measurement"": ""Wh"", ""qos"": 1, ""name"": ""Freezer Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__freezer__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__freezer__energy__consumption__home""}"
anode__freezer__power__consumption__home,Freezer Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__freezer__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Freezer Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__freezer__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__freezer__power__consumption__home""}"
anode__gust_Dbearing__wind__outdoor__home,Gust Bearing Wind,Wind,Outdoor,Home,haas/sensor/config/sensor/anode/anode__gust_Dbearing__wind__outdoor__home/config,"{""unit_of_measurement"": ""°"", ""qos"": 1, ""name"": ""Gust Bearing Wind"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__gust_Dbearing__wind__outdoor__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__gust_Dbearing__wind__outdoor__home""}"
anode__gust_Dspeed__wind__outdoor__home,Gust Speed Wind,Wind,Outdoor,Home,haas/sensor/config/sensor/anode/anode__gust_Dspeed__wind__outdoor__home/config,"{""unit_of_measurement"": ""km/h"", ""qos"": 1, ""name"": ""Gust Speed Wind"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__gust_Dspeed__wind__outdoor__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__gust_Dspeed__wind__outdoor__home""}"
anode__hallway_Dlights__energy__consumption__home,Hallway Lights Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__hallway_Dlights__energy__consumption__home/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Hallway Lights Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__hallway_Dlights__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__hallway_Dlights__energy__consumption__home""}"
anode__hallway_Dlights__power__consumption__home,Hallway Lights Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__hallway_Dlights__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Hallway Lights Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__hallway_Dlights__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__hallway_Dlights__power__consumption__home""}"
anode__kitchen_Dlights__energy__consumption__home,Kitchen Lights Energy,Energy,Consumption,Home,haas/sensor/config/sensor/anode/anode__kitchen_Dlights__energy__consumption__home/config,"{""unit_of_measurement"": ""mWh"", ""qos"": 1, ""name"": ""Kitchen Lights Energy"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__kitchen_Dlights__energy__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__kitchen_Dlights__energy__consumption__home""}"
anode__kitchen_Dlights__power__consumption__home,Kitchen Lights Power,Power,Consumption,Home,haas/sensor/config/sensor/anode/anode__kitchen_Dlights__power__consumption__home/config,"{""unit_of_measurement"": ""W"", ""qos"": 1, ""name"": ""Kitchen Lights Power"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__kitchen_Dlights__power__consumption__home/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__kitchen_Dlights__power__consumption__home""}"
anode__kitchen__carbon_Ddioxide__indoor__kitchen,Kitchen Carbon Dioxide,Carbon Dioxide,Indoor,Kitchen,haas/sensor/config/sensor/anode/anode__kitchen__carbon_Ddioxide__indoor__kitchen/config,"{""unit_of_measurement"": ""ppm"", ""qos"": 1, ""name"": ""Kitchen Carbon Dioxide"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__kitchen__carbon_Ddioxide__indoor__kitchen/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__kitchen__carbon_Ddioxide__indoor__kitchen""}"
anode__kitchen__humidity__indoor__kitchen,Kitchen Humidity,Humidity,Indoor,Kitchen,haas/sensor/config/sensor/anode/anode__kitchen__humidity__indoor__kitchen/config,"{""unit_of_measurement"": ""%"", ""qos"": 1, ""name"": ""Kitchen Humidity"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__kitchen__humidity__indoor__kitchen/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__kitchen__humidity__indoor__kitchen""}"
anode__kitchen__noise__indoor__kitchen,Kitchen Noise,Noise,Indoor,Kitchen,haas/sensor/config/sensor/anode/anode__kitchen__noise__indoor__kitchen/config,"{""unit_of_measurement"": ""dB"", ""qos"": 1, ""name"": ""Kitchen Noise"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__kitchen__noise__indoor__kitchen/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__kitchen__noise__indoor__kitchen""}"
anode__kitchen__pressure_Dabsolute__indoor__kitchen,Kitchen Pressure Absolute,Pressure Absolute,Indoor,Kitchen,haas/sensor/config/sensor/anode/anode__kitchen__pressure_Dabsolute__indoor__kitchen/config,"{""unit_of_measurement"": ""mbar"", ""qos"": 1, ""name"": ""Kitchen Pressure Absolute"", ""value_template"": ""{{value_json.value}}"", ""state_topic"": ""haas/sensor/state/sensor/anode/anode__kitchen__pressure_Dabsolute__indoor__kitchen/state"", ""device"": {""sw_version"": ""1001"", ""name"": ""ANode"", ""identifiers"": ""C82A1455C70C"", ""connections"": [[""mac"", ""C8:2A:14:55:C7:0C""]], ""model"": ""ASystem"", ""manufacturer"": ""Jane and Graham""}, ""unique_id"": ""anode__kitchen__pressure_Dabsolute__indoor__kitchen""}"
